County Name,Census Tract ID,Count,Population,"Age Adjusted Rate per 100,000",Lower CI,Upper CI
Snohomish,53061042005,197,27509,615.89,519.97,733.74
Snohomish,53061042006,119,24240,625.18,505.11,773.08
Snohomish,53061050101,121,14650,605.05,494.57,741.18
Snohomish,53061050102,126,29814,463.25,379.97,562.9
Snohomish,53061050200,187,21491,518.41,437.91,621.48
Snohomish,53061050300,281,27539,606.44,527.6,703.61
Snohomish,53061050401,284,36261,523.37,460.8,594.82
Snohomish,53061050402,219,27721,530.17,458.76,614.06
Snohomish,53061050500,490,34568,620.95,544.28,713.07
Snohomish,53061050600,42,6549,471.42,300.89,907.78
Snohomish,53061050700,235,31244,547.06,477,627.94
Snohomish,53061050800,260,32235,583.48,511.71,665.41
Snohomish,53061050900,106,16734,483.29,392.8,597.64
Snohomish,53061051000,146,22604,541.74,455.8,642.21
Snohomish,53061051100,129,21562,469.65,390.37,564.02
Snohomish,53061051200,111,22608,424.87,347.23,517.25
Snohomish,53061051300,218,37762,517.06,448.53,594.65
Snohomish,53061051400,190,40305,463.4,398.47,537.08
Snohomish,53061051500,197,28761,483.66,414.92,563.68
Snohomish,53061051601,140,25113,533.27,444.36,637.08
Snohomish,53061051602,140,21164,452.26,376.92,544.63
Snohomish,53061051701,197,28510,521.53,448.44,606.12
Snohomish,53061051702,165,25076,435,367.22,517.14
Snohomish,53061051802,166,32409,475.8,402.77,560.48
Snohomish,53061051803,137,32430,577.1,473.59,700.82
Snohomish,53061051804,118,30221,530.79,426.11,662.04
Snohomish,53061051905,215,45188,443.05,382.06,513.47
Snohomish,53061051912,87,11938,577.17,447.42,747.09
Snohomish,53061051913,145,22656,540.4,447.42,650.81
Snohomish,53061051914,166,21819,588.21,494.51,699.31
Snohomish,53061051915,197,41325,476.72,408.03,556.19
Snohomish,53061051916,102,21540,453.18,363.04,563.73
Snohomish,53061051917,151,21582,493.95,415.94,588.89
Snohomish,53061051918,172,26351,458.44,390.22,538.74
Snohomish,53061051921,104,23401,516.24,413.3,643.84
Snohomish,53061051922,129,28256,465.17,384.77,563.17
Snohomish,53061051923,139,35747,592.97,478.03,740.37
Snohomish,53061051924,158,36042,480.85,404.65,570.51
Snohomish,53061051925,185,41329,502.15,426.81,589.87
Snohomish,53061051926,144,26762,469.74,389.25,566.54
Snohomish,53061051927,151,28336,545.91,453.03,658.42
Snohomish,53061051928,88,29698,353.22,277.59,447.84
Snohomish,53061052003,190,52715,500.57,419.92,598.98
Snohomish,53061052004,207,31498,486.08,418.56,564.23
Snohomish,53061052005,256,28791,569.36,495.51,658.69
Snohomish,53061052006,124,22203,591.19,478.25,729.56
Snohomish,53061052007,123,26825,581.75,464.29,732.17
Snohomish,53061052104,105,18616,596.97,481.79,735.89
Snohomish,53061052105,79,10004,508.97,393.46,659.38
Snohomish,53061052107,136,29733,565.32,459.88,692.95
Snohomish,53061052108,205,30517,558.25,477.2,653.94
Snohomish,53061052112,100,14074,511.7,402.81,651.51
Snohomish,53061052113,110,16307,570.77,451.31,726.29
Snohomish,53061052114,142,25595,618.41,501.76,767.4
Snohomish,53061052115,178,34871,567.71,472.56,686.01
Snohomish,53061052118,198,36740,638.3,541.78,752.2
Snohomish,53061052203,168,29529,680.33,569.08,811.1
Snohomish,53061052204,89,27624,490.9,384.04,627.29
Snohomish,53061052206,148,24464,534.42,442.33,646.2
Snohomish,53061052207,168,28925,491.88,414.7,581.92
Snohomish,53061052208,102,21412,418.46,335.91,518.31
Snohomish,53061052209,71,26230,314.99,242.56,407.08
Snohomish,53061052301,171,25251,634.2,525.89,764.17
Snohomish,53061052302,134,20083,539.17,438.82,662.93
Snohomish,53061052401,169,20818,622.95,528.44,734.64
Snohomish,53061052402,155,20425,656.15,554.09,774.28
Snohomish,53061052502,175,25423,526.02,447.99,617.73
Snohomish,53061052503,146,43629,384.32,322.21,456.7
Snohomish,53061052504,83,13251,495.39,386.94,633.74
Snohomish,53061052603,86,13096,687.65,537.74,875.1
Snohomish,53061052604,141,24459,542.45,452.06,649.04
Snohomish,53061052605,192,30457,705.69,604.06,821.9
Snohomish,53061052606,158,27826,651.09,542.45,779.29
Snohomish,53061052607,122,31762,483.2,389.63,602.13
Snohomish,53061052701,76,9108,609.62,468.33,807.42
Snohomish,53061052705,213,41342,587.01,504.02,683.03
Snohomish,53061052706,137,29115,786.72,627.73,988.96
Snohomish,53061052707,93,21499,591.43,456.33,770.45
Snohomish,53061052708,153,27420,577.36,484.66,685.18
Snohomish,53061052709,109,17379,589.74,475.27,732.76
Snohomish,53061052803,203,30109,611.89,528.33,706.94
Snohomish,53061052804,238,40181,615.38,534.56,706.33
Snohomish,53061052805,173,22099,505.18,427.08,597.95
Snohomish,53061052806,207,36233,620.01,534.52,717.2
Snohomish,53061052903,121,20820,561.28,463.91,674.79
Snohomish,53061052904,182,27793,539.7,463.36,626.92
Snohomish,53061052905,168,21984,569.04,480.08,675.39
Snohomish,53061052906,168,22982,592.53,504.39,694.39
Snohomish,53061053101,138,23054,529.74,440.68,634.82
Snohomish,53061053102,216,27028,584.62,502.66,682.56
Snohomish,53061053201,187,21372,507.07,431.01,603.11
Snohomish,53061053202,181,22335,639.63,540.78,757.8
Snohomish,53061053301,227,34080,531.1,461.61,609.37
Snohomish,53061053302,243,31457,574.99,499.57,661.73
Snohomish,53061053400,226,29995,553.82,476.59,644.32
Snohomish,53061053504,227,33890,568.63,495.08,651.44
Snohomish,53061053505,160,27994,542.59,447.26,657.31
Snohomish,53061053506,202,29193,531.68,454.35,622.56
Snohomish,53061053507,161,25665,620.58,522.74,735.78
Snohomish,53061053508,105,17574,541.25,440.15,661.61
Snohomish,53061053509,141,20118,613.62,515.01,728.82
Snohomish,53061053602,199,31640,604.06,512.68,711.71
Snohomish,53061053603,165,21167,611.49,512.09,731.29
Snohomish,53061053604,138,22430,576.05,480.84,688.32
Snohomish,53061053700,122,15989,509.34,416.39,625.01
Snohomish,53061053801,168,19441,721.25,605.84,856.99
Snohomish,53061053802,165,29046,579.5,489.36,685.24
Snohomish,53061053803,196,27632,606.21,518.88,706.81
Snohomish,53061940001,245,34197,573.41,497.53,659.9
Snohomish,53061940002,225,22210,829.48,708.97,970.23
Snohomish,53061990002,0,0,0,0,0
Snohomish,53061990100,0,0,0,0,0
Spokane,53063000200,101,23530,444.68,357.92,548.49
Spokane,53063000300,105,27280,389.12,316.04,477.49
Spokane,53063000400,82,20735,371.76,294.38,467.56
Spokane,53063000500,79,17083,387.76,304.89,491.78
Spokane,53063000600,58,15150,337.77,254.59,443.87
Spokane,53063000700,87,25012,311.48,248.12,388.08
Spokane,53063000800,141,23872,370.42,303.72,456.1
Spokane,53063000900,130,30385,324.18,268.29,391.13
Spokane,53063001000,130,27666,362.54,301.04,435.94
Spokane,53063001100,63,16208,291.92,220.25,384.8
Spokane,53063001200,50,11127,426.02,312.42,573.88
Spokane,53063001300,71,17306,409,314.36,529.35
Spokane,53063001400,108,31534,347.22,283.49,422.52
Spokane,53063001500,107,27860,399.4,324.87,488.63
Spokane,53063001600,81,18783,417.71,329.26,526.9
Spokane,53063001800,82,14005,389.49,300.95,504.35
Spokane,53063001900,89,17821,465.58,369.86,582.64
Spokane,53063002000,87,21210,489,384.23,621.97
Spokane,53063002100,37,12448,284.48,198.33,403.42
Spokane,53063002300,111,28676,347.35,283.38,424.01
Spokane,53063002400,51,14438,339.17,250.46,466.07
Spokane,53063002500,85,43956,313.9,247.11,397.64
Spokane,53063002600,103,26673,449.93,363.55,554.36
Spokane,53063002900,65,17021,342.03,261.09,444.8
Spokane,53063003000,39,14026,321.94,222.06,464.54
Spokane,53063003100,87,25232,431.77,339.35,548.44
Spokane,53063003200,61,12835,353.24,257.56,533.35
Spokane,53063003500,84,13366,356.95,276.18,617.95
Spokane,53063003600,76,22283,308.69,240.36,411.3
Spokane,53063003800,42,8929,456.29,319.03,644.83
Spokane,53063003900,74,10424,367.37,278.96,507.98
Spokane,53063004000,83,24904,377.14,294.78,481.72
Spokane,53063004100,70,10541,447.59,341.75,588.68
Spokane,53063004200,121,23721,378.32,309.58,464.25
Spokane,53063004300,96,16739,391.81,309.85,497.47
Spokane,53063004400,125,21874,421.97,347.96,512.26
Spokane,53063004500,95,18316,387.99,308.22,489.93
Spokane,53063004601,148,18033,465.33,373.32,581.83
Spokane,53063004602,49,16048,271.97,199.53,370.83
Spokane,53063004700,143,33716,332.72,277.31,398.89
Spokane,53063004800,100,19531,344.47,276.12,432.36
Spokane,53063004900,155,27517,362.78,303.03,435.34
Spokane,53063005000,111,20833,412.4,332.94,513.1
Spokane,53063010100,135,32024,309.34,254.05,379.34
Spokane,53063010201,96,21278,327.55,257.91,416.05
Spokane,53063010202,145,36396,349.1,285.26,431.09
Spokane,53063010301,76,23827,228.07,177.15,294.58
Spokane,53063010303,78,15809,323.94,248.45,432.83
Spokane,53063010304,126,30601,320.84,260.73,394.18
Spokane,53063010305,134,32770,371.48,303.8,453.56
Spokane,53063010401,60,35965,236.11,164.03,342.95
Spokane,53063010402,181,36116,409.27,344.9,486.45
Spokane,53063010501,204,42255,345.14,297.37,401.69
Spokane,53063010503,198,40003,405.96,344.8,478.71
Spokane,53063010504,109,18373,462.16,374.92,572.84
Spokane,53063010601,83,18092,295.4,232.48,380.1
Spokane,53063010602,211,40273,404.88,347.83,470.77
Spokane,53063010700,118,38307,384.3,307.22,483.79
Spokane,53063010800,46,11016,413.41,294.03,574.21
Spokane,53063010900,91,24550,346.07,270.32,445.93
Spokane,53063011000,102,17902,434.93,346.15,544.54
Spokane,53063011101,146,28062,389.22,320.41,473.57
Spokane,53063011102,65,18291,331.9,252.02,433.41
Spokane,53063011201,183,35641,412.18,351.71,484.05
Spokane,53063011202,87,20593,326.59,257,414.82
Spokane,53063011300,194,40264,382.49,326.64,447.69
Spokane,53063011400,140,28566,401.47,334.86,479.97
Spokane,53063011500,36,7295,426.93,292.07,611.59
Spokane,53063011600,59,8955,513.45,385.84,680.68
Spokane,53063011701,69,11721,438.71,336.56,570.12
Spokane,53063011702,108,32498,462.8,370.64,577.37
Spokane,53063011800,147,25323,469.35,391.43,563.05
Spokane,53063011900,85,22322,348.75,276.02,438.37
Spokane,53063012000,94,20121,357.93,287.05,447.73
Spokane,53063012100,74,13152,472.57,368.5,602.69
Spokane,53063012200,73,11849,596.34,458.92,771.18
Spokane,53063012300,137,28633,377.11,313.41,452.57
Spokane,53063012401,114,22402,294.69,236.9,376.83
Spokane,53063012402,152,36594,333.19,276.43,403.55
Spokane,53063012500,81,17897,408.11,321.71,512.92
Spokane,53063012600,81,18538,374.97,296.07,471.79
Spokane,53063012701,100,18716,358.27,284.58,451.34
Spokane,53063012702,56,10838,356.35,263.17,483.69
Spokane,53063012801,110,20539,431.55,350.27,530.39
Spokane,53063012802,88,16530,399.69,315.17,505.55
Spokane,53063012901,102,15544,435.18,347.93,547.91
Spokane,53063012902,184,35524,397.8,340.65,463.78
Spokane,53063013000,180,47238,329.71,281.93,384.58
Spokane,53063013100,303,61968,409.4,361.72,463.13
Spokane,53063013201,181,37864,390.55,329.73,463.64
Spokane,53063013202,212,53854,348.83,301.31,403.67
Spokane,53063013300,66,15674,354.41,265.09,484.24
Spokane,53063013401,108,25932,336.14,270.79,417.94
Spokane,53063013500,204,45851,388.09,330.84,455.67
Spokane,53063013600,93,22230,387.14,309.91,480.86
Spokane,53063013700,84,21679,427.96,332.68,547.87
Spokane,53063013800,NULL,13355,NULL,NULL,NULL
Spokane,53063013900,101,28514,291.41,233.43,362.07
Spokane,53063014001,58,28706,351.81,263.02,469.74
Spokane,53063014002,58,28806,263.29,198.07,345.85
Spokane,53063014100,122,30681,342.83,279.54,421.32
Spokane,53063014200,74,17769,366.13,279.45,497.37
Spokane,53063014300,67,16614,299.41,225.66,396.35
Spokane,53063014400,99,25024,386.24,311.6,475.5
Spokane,53063014500,54,11468,461.75,331.49,648.5
Stevens,53065941000,21,10527,226.56,136,365.91
Stevens,53065950100,167,37507,269.3,223.57,325.41
Stevens,53065950200,97,19854,309.28,246.29,392.68
Stevens,53065950300,77,13074,412.11,318.66,538.49
Stevens,53065950500,53,11816,291.62,212.5,411.66
Stevens,53065950600,57,11745,250.98,178.68,365.68
Stevens,53065950700,64,13024,301.42,226.54,407.09
Stevens,53065950800,75,16539,284.54,213.43,389.72
Stevens,53065950900,38,8143,266.09,176.45,417.77
Stevens,53065951100,90,18731,319.86,249.74,411.81
Stevens,53065951300,110,22659,308.68,248.05,386.77
Stevens,53065951400,179,39620,371.62,313.6,439.58
Thurston,53067010100,121,17854,468.95,386.02,582.89
Thurston,53067010200,186,26452,558.18,478.47,650.76
Thurston,53067010300,157,26007,645.87,543.16,764.92
Thurston,53067010400,113,17743,465.67,380.23,570.35
Thurston,53067010510,113,13777,457.06,347.19,610.72
Thurston,53067010520,158,31145,484.86,409.44,572.97
Thurston,53067010600,163,31218,452.93,382.13,536.32
Thurston,53067010700,160,30044,463.57,391.16,549.34
Thurston,53067010800,205,33939,473.2,409.49,546.54
Thurston,53067010910,198,39647,582.35,498.22,679.61
Thurston,53067010920,201,23330,505.59,426.89,600.02
Thurston,53067011000,210,25279,625.13,537.26,728.21
Thurston,53067011100,142,20829,587.93,491.05,701.05
Thurston,53067011200,166,26627,534.63,450.7,634.28
Thurston,53067011300,234,22577,529.73,448.99,627.34
Thurston,53067011410,152,26253,477.61,402.19,565.44
Thurston,53067011420,215,35407,538.63,465.58,621.42
Thurston,53067011500,165,28913,534.71,453.76,627.91
Thurston,53067011610,274,38465,518.75,456.99,588.47
Thurston,53067011621,259,38382,581.37,508.87,662.62
Thurston,53067011622,99,22654,491.1,394.72,609.29
Thurston,53067011623,140,30600,480.93,401.7,574.55
Thurston,53067011624,130,20219,656.67,531.83,809.09
Thurston,53067011710,253,40797,495.87,433.88,566.39
Thurston,53067011720,164,26903,521.16,435.58,624.48
Thurston,53067011810,112,18464,457.42,368.13,575.14
Thurston,53067011821,166,23202,556.51,470.94,659.23
Thurston,53067011822,136,22003,571.42,474.78,685.33
Thurston,53067011900,311,36663,609.59,536.68,693.65
Thurston,53067012000,252,40957,546.68,477.28,627.39
Thurston,53067012100,194,22560,535.71,455.96,633.82
Thurston,53067012211,100,13394,524.95,420.43,665.67
Thurston,53067012212,251,36971,417.81,361.94,482.44
Thurston,53067012221,210,31346,517,444.72,600.75
Thurston,53067012222,364,50952,487.07,430.33,552.47
Thurston,53067012310,256,50463,432.96,379.5,492.73
Thurston,53067012320,113,14814,547.46,444.77,673.97
Thurston,53067012330,98,23514,508.75,403.07,640.23
Thurston,53067012411,254,44526,582.05,511.88,659.88
Thurston,53067012412,128,26823,492.21,408.73,589.28
Thurston,53067012420,153,22155,597.82,496.64,716.26
Thurston,53067012510,94,16928,674.14,515.53,906.17
Thurston,53067012520,258,38778,512.3,446.96,587.27
Thurston,53067012530,147,21269,553.72,461.69,664.01
Thurston,53067012610,198,31706,447.16,381.1,524.91
Thurston,53067012620,152,23837,496.27,417.15,588.58
Thurston,53067012710,76,11795,585.48,447.8,762.59
Thurston,53067012720,239,32723,654.53,566.18,756.55
Thurston,53067012730,203,33598,495.13,424.63,576.41
Thurston,53067990100,0,0,0,0,0
Wahkiakum,53069950100,127,20300,329.03,261.66,419.05
Walla Walla,53071920000,88,26402,288.8,227.62,365.35
Walla Walla,53071920100,113,25240,329.75,265.79,409.54
Walla Walla,53071920200,117,20840,426.39,348.34,522.46
Walla Walla,53071920300,210,45814,374.26,319.16,438.85
Walla Walla,53071920400,17,12638,283.17,121.93,5605.35
Walla Walla,53071920500,35,14496,334.24,217.03,516.23
Walla Walla,53071920600,185,31714,396.68,337.17,466.99
Walla Walla,53071920701,96,19585,344.36,272.23,435.83
Walla Walla,53071920702,120,23870,373.09,306.21,453.86
Walla Walla,53071920801,128,25624,430.79,356.21,518.99
Walla Walla,53071920802,66,17143,276.24,202.57,402.81
Walla Walla,53071920900,243,43414,362.33,314.31,418.69
Whatcom,53073000100,422,51062,535.45,482.86,594.21
Whatcom,53073000200,375,54011,475.31,424.19,533.16
Whatcom,53073000300,198,38845,475.71,409.55,551.55
Whatcom,53073000400,248,32438,532.33,463.4,611.49
Whatcom,53073000501,108,26860,496.04,403.11,608.33
Whatcom,53073000502,73,14327,585.39,449.03,761.16
Whatcom,53073000600,54,10511,761.85,554.61,1052.07
Whatcom,53073000700,154,33268,566.29,477.28,668.55
Whatcom,53073000803,241,32591,534.3,465.31,613.22
Whatcom,53073000804,226,34544,551.27,477.43,635.84
Whatcom,53073000805,171,26077,496.08,420.57,585.34
Whatcom,53073000806,263,40973,556.14,482.27,642.33
Whatcom,53073000901,228,35724,521.47,453.42,599.75
Whatcom,53073000902,246,31125,558.67,486.95,643.25
Whatcom,53073001000,56,38264,433.33,316.91,631.04
Whatcom,53073001100,312,34356,523.28,457.06,609.38
Whatcom,53073001201,103,33957,532.95,428.95,660.67
Whatcom,53073001202,199,18596,517.65,435.56,658.25
Whatcom,53073010100,257,42252,533.14,463.63,613.88
Whatcom,53073010200,244,44218,499.38,436.79,569.79
Whatcom,53073010301,230,36164,473.65,412.29,544.13
Whatcom,53073010302,212,25867,505.34,430.8,593.39
Whatcom,53073010303,191,29245,509.53,435.93,594.43
Whatcom,53073010401,323,43749,535.06,474.5,603.3
Whatcom,53073010403,297,28184,581.22,507.21,669.28
Whatcom,53073010404,245,33312,566.7,491.81,653.47
Whatcom,53073010501,275,42894,548.09,483.51,620.71
Whatcom,53073010502,259,41731,579.22,508.48,657.99
Whatcom,53073010600,254,34922,573,501.47,653.98
Whatcom,53073010701,222,32531,528.72,457.4,611.69
Whatcom,53073010702,108,23046,421.06,341.97,516.58
Whatcom,53073010900,44,5203,410.39,249.29,750.27
Whatcom,53073011000,42,8099,259.5,170.44,507.17
Whatcom,53073940000,206,25333,622.13,531.89,727.19
Whitman,53075000100,NULL,35931,NULL,NULL,NULL
Whitman,53075000200,75,34544,286.65,221.73,368.22
Whitman,53075000300,67,27343,264.19,202.67,340.78
Whitman,53075000400,55,19460,242.43,179.62,327.59
Whitman,53075000500,0,15564,0,0,0
Whitman,53075000600,15,44372,162.58,72.23,358.52
Whitman,53075000700,63,18319,243.32,182.41,331.87
Whitman,53075000800,75,17698,308.26,238.33,398.11
Whitman,53075000900,65,18861,216.45,163.67,292.78
Whitman,53075001000,31,11079,201.22,130.85,318.33
Yakima,53077000100,67,15995,514.91,393.1,666.67
Yakima,53077000200,88,28756,489.85,375.75,640.96
Yakima,53077000300,141,23420,356.58,293.24,435.83
Yakima,53077000400,318,37971,503.4,442.83,573.95
Yakima,53077000500,145,27019,359.54,296.93,435.27
Yakima,53077000600,80,35056,377.37,288.48,498.69
Yakima,53077000700,130,35965,392.81,327.18,469.84
Yakima,53077000800,136,22794,394.87,327.03,477.79
Yakima,53077000901,287,38941,476.22,418.99,541.67
Yakima,53077000902,113,19581,479.02,392.52,583.87
Yakima,53077001000,145,29681,497.85,417.79,590.12
Yakima,53077001100,182,35402,397.42,340.16,464.49
Yakima,53077001201,78,20207,488.97,383.85,620.07
Yakima,53077001202,113,31977,362.48,297.07,439.69
Yakima,53077001300,78,13726,444.31,347.93,566.15
Yakima,53077001400,101,17673,593.49,481.31,726.12
Yakima,53077001501,64,36365,246.71,187.47,323.81
Yakima,53077001502,19,14267,194.29,110.22,349.26
Yakima,53077001601,73,12397,475.38,365.8,619.25
Yakima,53077001602,238,42815,373.19,323.84,430.27
Yakima,53077001701,84,16417,395.76,310.46,502.75
Yakima,53077001702,107,32968,369.2,298.61,454.95
Yakima,53077001800,115,36651,278.05,228.13,337.17
Yakima,53077001901,39,20078,289.23,200.82,410.87
Yakima,53077001902,81,32492,324.84,255.93,408.75
Yakima,53077002001,92,43015,295.04,237.12,363.81
Yakima,53077002002,109,45296,261.91,214.16,318.02
Yakima,53077002101,46,9964,544.05,376.52,777.1
Yakima,53077002102,69,41997,215.4,165.82,277.99
Yakima,53077002200,146,40216,377.89,317.49,447.59
Yakima,53077002701,26,17560,164,105.34,251.55
Yakima,53077002801,162,27766,467.37,392.03,558.21
Yakima,53077002802,219,41383,434.88,376.47,502.65
Yakima,53077002900,139,34111,368.38,307.07,440.26
Yakima,53077003001,149,24246,481.74,397.63,584.28
Yakima,53077003002,83,19272,325.18,255.76,414.23
Yakima,53077003100,159,27066,440.01,370.7,522.62
Yakima,53077003200,131,34752,381.86,317.93,456.25
Yakima,53077003400,138,22276,452.25,374.53,550.33
Yakima,53077940001,110,32923,360.97,294.16,439.75
Yakima,53077940002,71,22597,330.98,256.57,423.32
Yakima,53077940003,64,18863,317.02,239.81,416.21
Yakima,53077940004,85,34185,333.93,264.82,419.24
Yakima,53077940005,56,23915,308.31,231.32,405.13
Yakima,53077940006,53,24303,319.2,234.01,432.13
